ordering,seed,normalized_utility,selected_ues,resolved,rounds,switches,measured_switches,completion_switches,completion_domains,cumulative_masked_assignments,gap_decisions,non_yielding_retention_decisions,priority_completion_decisions,repaired_state_priority_decisions,unresolved_conflicts
random_10,47,97.5865259195896,52,True,13,13,12,1,1,2,8,4,1,0,0
random_11,47,98.11896835915358,52,True,12,12,11,1,1,2,9,2,1,0,0
random_12,47,97.5865259195896,52,True,13,13,12,1,1,2,8,4,1,0,0
random_13,47,97.97164258668373,53,True,12,12,11,1,1,2,6,5,1,0,0
random_14,47,99.65819043711511,53,True,13,13,13,0,0,0,5,8,0,0,0
random_15,47,99.70181834556121,55,True,12,12,12,0,0,0,6,6,0,0,0
random_16,47,97.97164258668373,53,True,12,12,11,1,1,2,7,4,1,0,0
random_17,47,97.61786313405558,51,True,14,14,13,1,1,2,8,5,1,0,0
random_18,47,97.61786313405558,51,True,14,14,13,1,1,2,8,5,1,0,0
random_19,47,97.97164258668373,53,True,12,12,11,1,1,2,6,5,1,0,0
ascending,48,96.87926472614103,52,True,9,9,8,1,1,1,2,6,1,0,0
descending,48,92.82067143240431,49,True,8,8,6,2,2,4,3,3,2,0,0
random_00,48,96.87926472614103,52,True,9,9,8,1,1,1,4,4,1,0,0
random_01,48,96.87926472614103,52,True,9,9,8,1,1,1,3,5,1,0,0
random_02,48,92.60806199178268,51,True,8,8,6,2,2,3,3,3,2,0,0
random_03,48,95.53529890928309,51,True,9,9,8,1,1,2,2,6,1,0,0
random_04,48,95.53529890928309,51,True,9,9,8,1,1,2,4,4,1,0,0
random_05,48,95.53529890928309,51,True,9,9,8,1,1,2,4,4,1,0,0
random_06,48,95.53529890928309,51,True,9,9,8,1,1,2,4,4,1,0,0
random_07,48,95.53529890928309,51,True,9,9,8,1,1,2,3,5,1,0,0
random_08,48,95.53529890928309,51,True,9,9,8,1,1,2,4,4,1,0,0
random_09,48,96.87926472614103,52,True,9,9,8,1,1,1,3,5,1,0,0
random_10,48,96.87926472614103,52,True,9,9,8,1,1,1,4,4,1,0,0
random_11,48,95.53529890928309,51,True,9,9,8,1,1,2,3,5,1,0,0
random_12,48,95.53529890928309,51,True,9,9,8,1,1,2,2,6,1,0,0
random_13,48,95.53529890928309,51,True,9,9,8,1,1,2,4,4,1,0,0
random_14,48,96.87926472614103,52,True,9,9,8,1,1,1,3,5,1,0,0
random_15,48,91.26409617492472,50,True,8,8,6,2,2,4,2,4,2,0,0
random_16,48,92.82067143240431,49,True,8,8,6,2,2,4,2,4,2,0,0
random_17,48,91.26409617492472,50,True,8,8,6,2,2,4,3,3,2,0,0
random_18,48,96.87926472614103,52,True,9,9,8,1,1,1,4,4,1,0,0
random_19,48,96.87926472614103,52,True,9,9,8,1,1,1,3,5,1,0,0
ascending,49,99.45532466309375,51,True,12,12,11,1,1,1,6,5,1,0,0
descending,49,95.7446204337445,49,True,14,14,13,1,1,2,9,4,1,0,0
random_00,49,98.966074371042,50,True,12,12,11,1,1,3,8,3,1,0,0
random_01,49,98.966074371042,50,True,11,11,10,1,1,3,7,3,1,0,0
random_02,49,98.966074371042,50,True,11,11,10,1,1,3,7,3,1,0,0
random_03,49,99.44314908878371,50,True,12,12,11,1,1,2,9,2,1,0,0
random_04,49,98.966074371042,50,True,11,11,10,1,1,3,7,3,1,0,0
random_05,49,99.44314908878371,50,True,12,12,11,1,1,2,9,2,1,0,0
random_06,49,98.966074371042,50,True,11,11,10,1,1,3,7,3,1,0,0
random_07,49,99.44314908878371,50,True,11,11,10,1,1,2,8,2,1,0,0
random_08,49,98.966074371042,50,True,11,11,10,1,1,3,7,3,1,0,0
random_09,49,98.83641644241287,49,True,14,14,13,1,1,3,10,3,1,0,0
random_10,49,99.44314908878371,50,True,11,11,10,1,1,2,8,2,1,0,0
random_11,49,99.3134911601546,49,True,14,14,13,1,1,2,11,2,1,0,0
random_12,49,95.7446204337445,49,True,14,14,13,1,1,2,9,4,1,0,0
random_13,49,98.966074371042,50,True,11,11,10,1,1,3,7,3,1,0,0
random_14,49,95.8742783623736,50,True,11,11,10,1,1,2,6,4,1,0,0
random_15,49,99.44314908878371,50,True,11,11,10,1,1,2,8,2,1,0,0
random_16,49,98.966074371042,50,True,11,11,10,1,1,3,7,3,1,0,0
random_17,49,99.44314908878371,50,True,11,11,10,1,1,2,7,3,1,0,0
random_18,49,95.8742783623736,50,True,11,11,10,1,1,2,6,4,1,0,0
random_19,49,98.77750607812992,49,True,12,12,10,2,2,3,7,3,2,0,0
ascending,50,89.34874866324716,46,True,14,14,10,4,3,7,5,5,4,0,0
descending,50,92.81093118681714,49,True,14,14,12,2,2,4,8,4,2,0,0
random_00,50,93.39808850864821,49,True,15,15,13,2,2,3,8,5,2,0,0
random_01,50,89.34874866324716,46,True,14,14,11,3,3,6,7,4,3,0,0
random_02,50,93.0998470696644,48,True,14,14,12,2,2,3,5,7,2,0,0
random_03,50,93.39808850864821,49,True,15,15,13,2,2,3,7,6,2,0,0
random_04,50,89.55404959103463,47,True,15,15,10,5,3,9,8,2,5,0,0
random_05,50,89.28650160381585,46,True,14,14,10,4,3,9,8,2,4,0,0
random_06,50,93.19278758086075,48,True,14,14,12,2,2,3,6,6,2,0,0
random_07,50,89.49180253160331,47,True,15,15,12,3,3,6,8,4,3,0,0
random_08,50,89.55404959103463,47,True,15,15,11,4,3,7,6,5,4,0,0
random_09,50,89.55404959103463,47,True,15,15,12,3,3,6,6,6,3,0,0
random_10,50,89.2558081520508,46,True,14,14,10,4,3,8,4,6,4,0,0
random_11,50,92.63274697355354,48,True,13,13,11,2,2,4,7,4,2,0,0
random_12,50,89.58474304279964,47,True,15,15,11,4,3,9,8,3,4,0,0
random_13,50,93.39808850864821,49,True,15,15,13,2,2,3,8,5,2,0,0
random_14,50,93.0998470696644,48,True,14,14,12,2,2,3,6,6,2,0,0
random_15,50,89.34874866324716,46,True,14,14,9,5,3,9,5,4,5,0,0
random_16,50,89.49180253160331,47,True,15,15,12,3,3,6,9,3,3,0,0
random_17,50,89.49180253160331,47,True,15,15,12,3,3,6,10,2,3,0,0
random_18,50,89.64699010223097,47,True,15,15,10,5,3,9,8,2,5,0,0
random_19,50,89.55404959103463,47,True,15,15,11,4,3,8,8,3,4,0,0
ascending,51,100.0,53,True,12,12,12,0,0,0,5,7,0,0,0
descending,51,97.69008398732025,53,True,11,11,10,1,1,2,4,6,1,0,0
random_00,51,98.26052717181562,52,True,12,12,11,1,1,2,10,1,1,0,0
random_01,51,99.89789868672311,53,True,13,13,13,0,0,0,7,6,0,0,0
random_02,51,100.0,53,True,12,12,12,0,0,0,8,4,0,0,0
random_03,51,99.89789868672311,53,True,13,13,13,0,0,0,8,5,0,0,0
random_04,51,100.0,53,True,12,12,12,0,0,0,6,6,0,0,0
random_05,51,100.0,53,True,12,12,12,0,0,0,6,6,0,0,0
random_06,51,98.26052717181562,52,True,12,12,11,1,1,2,8,3,1,0,0
random_07,51,100.0,53,True,12,12,12,0,0,0,7,5,0,0,0
random_08,51,99.89789868672311,53,True,13,13,13,0,0,0,8,5,0,0,0
random_09,51,98.26052717181562,52,True,12,12,11,1,1,2,7,4,1,0,0
random_10,51,98.26052717181562,52,True,12,12,11,1,1,2,8,3,1,0,0
random_11,51,98.26052717181562,52,True,12,12,11,1,1,2,9,2,1,0,0
random_12,51,98.26052717181562,52,True,12,12,11,1,1,2,7,4,1,0,0
random_13,51,100.0,53,True,12,12,12,0,0,0,5,7,0,0,0
random_14,51,98.26052717181562,52,True,12,12,11,1,1,2,6,5,1,0,0
random_15,51,98.26052717181562,52,True,12,12,11,1,1,2,7,4,1,0,0
random_16,51,98.26052717181562,52,True,12,12,11,1,1,2,9,2,1,0,0
random_17,51,98.26052717181562,52,True,12,12,11,1,1,2,7,4,1,0,0
random_18,51,99.89789868672311,53,True,13,13,13,0,0,0,8,5,0,0,0
random_19,51,98.26052717181562,52,True,12,12,11,1,1,2,8,3,1,0,0
ascending,52,98.60665089948297,50,True,10,10,9,1,1,1,4,5,1,0,0
descending,52,98.51220850513168,51,True,13,13,12,1,1,1,8,4,1,0,0
random_00,52,97.37702026608027,49,True,13,13,12,1,1,2,8,4,1,0,0
random_01,52,98.60665089948297,50,True,12,12,11,1,1,1,7,4,1,0,0
random_02,52,98.60665089948297,50,True,11,11,10,1,1,1,5,5,1,0,0
random_03,52,95.87743969139416,48,True,13,13,11,2,2,3,6,5,2,0,0
random_04,52,98.60665089948297,50,True,11,11,10,1,1,1,5,5,1,0,0
random_05,52,95.87743969139416,48,True,13,13,11,2,2,3,7,4,2,0,0
random_06,52,98.60665089948297,50,True,12,12,11,1,1,1,7,4,1,0,0
random_07,52,98.51220850513168,51,True,12,12,11,1,1,1,6,5,1,0,0
random_08,52,98.51220850513168,51,True,13,13,12,1,1,1,6,6,1,0,0
random_09,52,97.37702026608027,49,True,12,12,11,1,1,2,6,5,1,0,0
random_10,52,97.37702026608027,49,True,13,13,12,1,1,2,8,4,1,0,0
random_11,52,98.60665089948297,50,True,13,13,12,1,1,1,7,5,1,0,0
random_12,52,95.87743969139416,48,True,12,12,10,2,2,3,6,4,2,0,0
random_13,52,98.51220850513168,51,True,13,13,12,1,1,1,7,5,1,0,0
random_14,52,95.87743969139416,48,True,12,12,10,2,2,3,7,3,2,0,0
random_15,52,95.78299729704285,49,True,13,13,11,2,2,3,7,4,2,0,0
random_16,52,98.60665089948297,50,True,11,11,10,1,1,1,6,4,1,0,0
random_17,52,95.87743969139416,48,True,13,13,11,2,2,3,7,4,2,0,0
random_18,52,98.60665089948297,50,True,13,13,12,1,1,1,5,7,1,0,0
random_19,52,98.60665089948297,50,True,12,12,11,1,1,1,6,5,1,0,0
ascending,53,91.52911195146264,45,True,9,9,6,3,3,4,4,2,3,0,0
descending,53,93.26002492543212,46,True,8,8,6,2,2,3,3,3,2,0,0
random_00,53,98.54043332111381,49,True,9,9,8,1,1,1,4,4,1,0,0
random_01,53,93.26002492543212,46,True,9,9,7,2,2,3,5,2,2,0,0
random_02,53,93.26002492543212,46,True,9,9,7,2,2,3,4,3,2,0,0
random_03,53,93.26002492543212,46,True,9,9,7,2,2,3,4,3,2,0,0
random_04,53,93.26002492543212,46,True,8,8,6,2,2,3,4,2,2,0,0
random_05,53,93.8192974794227,45,True,9,9,6,3,2,6,3,3,3,0,0
random_06,53,93.77645422107975,45,True,11,11,9,2,2,4,5,4,2,0,0
random_07,53,91.52911195146264,45,True,9,9,5,4,3,5,4,1,4,0,0
random_08,53,93.12462180798283,47,True,9,9,7,2,2,3,5,2,2,0,0
random_09,53,98.58327657945676,49,True,8,8,7,1,1,1,3,4,1,0,0
random_10,53,93.26002492543212,46,True,9,9,7,2,2,3,6,1,2,0,0
random_11,53,98.54043332111381,49,True,11,11,10,1,1,1,4,6,1,0,0
random_12,53,93.77645422107975,45,True,11,11,9,2,2,4,5,4,2,0,0
random_13,53,91.52911195146264,45,True,9,9,6,3,3,4,5,1,3,0,0
random_14,53,90.47825688591814,45,True,9,9,6,3,3,5,5,1,3,0,0
random_15,53,93.26002492543212,46,True,9,9,7,2,2,3,4,3,2,0,0
random_16,53,93.77645422107975,45,True,10,10,7,3,2,6,4,3,3,0,0
random_17,53,91.52911195146264,45,True,9,9,6,3,3,4,4,2,3,0,0
random_18,53,91.52911195146264,45,True,9,9,6,3,3,4,5,1,3,0,0
random_19,53,98.54043332111381,49,True,9,9,8,1,1,1,3,5,1,0,0
ascending,54,96.76416629905336,50,True,10,10,9,1,1,1,6,3,1,0,0
descending,54,95.56761215529067,50,True,12,12,10,2,2,2,6,4,2,0,0
random_00,54,92.6285706210512,48,True,10,10,8,2,2,4,7,1,2,0,0
random_01,54,96.79502078880351,50,True,10,10,9,1,1,1,7,2,1,0,0
random_02,54,92.6285706210512,48,True,10,10,8,2,2,4,8,0,2,0,0
random_03,54,92.5878806835922,48,True,10,10,8,2,2,4,7,1,2,0,0
random_04,54,96.79502078880351,50,True,10,10,9,1,1,1,7,2,1,0,0
random_05,54,96.76416629905336,50,True,10,10,9,1,1,1,7,2,1,0,0
random_06,54,95.56761215529067,50,True,12,12,10,2,2,2,6,4,2,0,0
random_07,54,96.72347636159436,50,True,10,10,9,1,1,1,6,3,1,0,0
random_08,54,92.6285706210512,48,True,10,10,8,2,2,4,8,0,2,0,0
random_09,54,96.76416629905336,50,True,10,10,9,1,1,1,6,3,1,0,0
random_10,54,96.72347636159436,50,True,10,10,9,1,1,1,7,2,1,0,0
random_11,54,96.79502078880351,50,True,10,10,9,1,1,1,6,3,1,0,0
random_12,54,92.5878806835922,48,True,10,10,8,2,2,4,8,0,2,0,0
random_13,54,92.5878806835922,48,True,10,10,8,2,2,4,8,0,2,0,0
random_14,54,96.79502078880351,50,True,10,10,9,1,1,1,7,2,1,0,0
random_15,54,92.6285706210512,48,True,10,10,8,2,2,4,6,2,2,0,0
random_16,54,96.75433085134452,50,True,10,10,9,1,1,1,7,2,1,0,0
random_17,54,96.79194747069745,50,True,10,10,9,1,1,1,6,3,1,0,0
random_18,54,96.76416629905336,50,True,10,10,9,1,1,1,6,3,1,0,0
random_19,54,96.72347636159436,50,True,10,10,9,1,1,1,6,3,1,0,0
ascending,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
descending,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_00,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_01,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_02,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_03,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_04,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_05,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_06,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_07,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_08,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_09,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_10,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_11,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_12,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_13,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_14,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_15,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_16,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_17,55,99.32676887799857,51,True,6,6,6,0,0,0,3,3,0,0,0
random_18,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
random_19,55,99.32676887799857,51,True,6,6,6,0,0,0,2,4,0,0,0
ascending,56,96.98271624028632,48,True,11,11,10,1,1,1,7,3,1,0,0
descending,56,93.64801716271963,46,True,11,11,9,2,1,3,7,2,2,0,0
random_00,56,94.0222566093391,46,True,10,10,8,2,1,3,6,2,2,0,0
random_01,56,96.98271624028632,48,True,11,11,10,1,1,1,7,3,1,0,0
random_02,56,93.64801716271963,46,True,11,11,10,1,1,2,8,2,1,0,0
random_03,56,96.98271624028632,48,True,10,10,9,1,1,1,6,3,1,0,0
random_04,56,93.64801716271963,46,True,11,11,9,2,1,3,7,2,2,0,0
random_05,56,96.60847679366685,48,True,12,12,11,1,1,1,7,4,1,0,0
random_06,56,93.64801716271963,46,True,11,11,9,2,1,3,7,2,2,0,0
random_07,56,96.60847679366685,48,True,13,13,12,1,1,1,8,4,1,0,0
random_08,56,94.0222566093391,46,True,9,9,7,2,1,3,5,2,2,0,0
random_09,56,96.60847679366685,48,True,13,13,12,1,1,1,9,3,1,0,0
random_10,56,96.98271624028632,48,True,11,11,10,1,1,1,6,4,1,0,0
random_11,56,96.60847679366685,48,True,13,13,12,1,1,1,8,4,1,0,0
random_12,56,94.0222566093391,46,True,9,9,7,2,1,3,5,2,2,0,0
random_13,56,96.60847679366685,48,True,13,13,12,1,1,1,8,4,1,0,0
random_14,56,93.64801716271963,46,True,11,11,10,1,1,2,8,2,1,0,0
random_15,56,94.0222566093391,46,True,9,9,7,2,1,3,5,2,2,0,0
random_16,56,96.60847679366685,48,True,11,11,10,1,1,1,7,3,1,0,0
random_17,56,96.98271624028632,48,True,11,11,10,1,1,1,6,4,1,0,0
random_18,56,96.60847679366685,48,True,12,12,11,1,1,1,8,3,1,0,0
random_19,56,96.60847679366685,48,True,12,12,11,1,1,1,8,3,1,0,0
ascending,57,98.35943507528698,53,True,10,10,9,1,1,2,5,4,1,0,0
descending,57,97.94060926015484,53,True,12,12,11,1,1,2,5,6,1,0,0
random_00,57,98.22545079213012,53,True,11,11,10,1,1,2,5,5,1,0,0
random_01,57,98.0745935433117,53,True,12,12,11,1,1,2,6,5,1,0,0
random_02,57,97.55060105890104,52,True,12,12,11,1,1,2,5,6,1,0,0
random_03,57,98.35943507528698,53,True,11,11,10,1,1,2,5,5,1,0,0
random_04,57,98.35943507528698,53,True,11,11,10,1,1,2,5,5,1,0,0
random_05,57,98.22545079213012,53,True,10,10,9,1,1,2,4,5,1,0,0
random_06,57,98.0745935433117,53,True,13,13,12,1,1,2,5,7,1,0,0
random_07,57,98.22545079213012,53,True,11,11,10,1,1,2,4,6,1,0,0
random_08,57,98.35943507528698,53,True,11,11,10,1,1,2,6,4,1,0,0
random_09,57,98.0745935433117,53,True,13,13,12,1,1,2,7,5,1,0,0
random_10,57,98.0745935433117,53,True,13,13,12,1,1,2,7,5,1,0,0
random_11,57,98.22545079213012,53,True,11,11,10,1,1,2,7,3,1,0,0
random_12,57,98.0745935433117,53,True,13,13,12,1,1,2,6,6,1,0,0
random_13,57,98.35943507528698,53,True,10,10,9,1,1,2,6,3,1,0,0
random_14,57,98.35943507528698,53,True,9,9,8,1,1,2,4,4,1,0,0
random_15,57,97.94060926015484,53,True,12,12,11,1,1,2,6,5,1,0,0
random_16,57,97.55060105890104,52,True,13,13,12,1,1,2,6,6,1,0,0
random_17,57,98.0745935433117,53,True,11,11,10,1,1,2,5,5,1,0,0
random_18,57,98.0745935433117,53,True,13,13,12,1,1,2,6,6,1,0,0
random_19,57,97.55060105890104,52,True,13,13,12,1,1,2,7,5,1,0,0
ascending,58,90.58816555650833,42,True,13,13,10,3,3,4,4,6,3,0,0
descending,58,90.24342057917512,43,True,14,14,10,4,3,6,6,4,4,0,0
random_00,58,89.23581987865994,44,True,13,13,10,3,3,5,6,4,3,0,0
random_01,58,88.11678977434558,42,True,13,13,9,4,4,6,4,5,4,0,0
random_02,58,89.58761332474624,43,True,12,12,9,3,3,6,4,5,3,0,0
random_03,58,90.48156788090492,42,True,14,14,11,3,3,5,8,3,3,0,0
random_04,58,88.11678977434558,42,True,14,14,10,4,4,6,5,5,4,0,0
random_05,58,88.76377281975424,42,True,12,12,9,3,3,6,5,4,3,0,0
random_06,58,88.01019209874217,42,True,14,14,9,5,4,8,5,4,5,0,0
random_07,58,91.39103559331318,43,True,14,14,11,3,2,5,5,6,3,0,0
random_08,58,89.3960668303434,43,True,13,13,10,3,3,6,7,3,3,0,0
random_09,58,90.48156788090492,42,True,14,14,11,3,3,5,6,5,3,0,0
random_10,58,88.44067669922502,43,True,13,13,10,3,3,5,6,4,3,0,0
random_11,58,90.48156788090492,42,True,13,13,10,3,3,5,4,6,3,0,0
random_12,58,89.50266450594683,43,True,13,13,9,4,3,6,6,3,4,0,0
random_13,58,88.76377281975424,42,True,12,12,9,3,3,6,6,3,3,0,0
random_14,58,91.41200606150035,43,True,14,14,11,3,3,4,5,6,3,0,0
random_15,58,91.30540838589694,43,True,14,14,11,3,3,5,7,4,3,0,0
random_16,58,87.65012737186247,42,True,14,14,10,4,4,6,7,3,4,0,0
random_17,58,90.24342057917512,43,True,13,13,10,3,3,5,6,4,3,0,0
random_18,58,88.67882400095482,42,True,13,13,10,3,3,5,5,5,3,0,0
random_19,58,90.58816555650833,42,True,14,14,10,4,3,5,4,6,4,0,0
ascending,59,97.55039529823597,51,True,8,8,7,1,1,1,6,1,1,0,0
descending,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_00,59,97.55039529823597,51,True,8,8,7,1,1,1,6,1,1,0,0
random_01,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_02,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_03,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_04,59,97.55039529823597,51,True,8,8,7,1,1,1,6,1,1,0,0
random_05,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_06,59,97.55039529823597,51,True,8,8,7,1,1,1,6,1,1,0,0
random_07,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_08,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_09,59,97.47145204738239,51,True,8,8,7,1,1,1,6,1,1,0,0
random_10,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_11,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_12,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_13,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_14,59,97.47145204738239,51,True,8,8,7,1,1,1,6,1,1,0,0
random_15,59,97.55039529823597,51,True,8,8,7,1,1,1,6,1,1,0,0
random_16,59,97.47145204738239,51,True,8,8,7,1,1,1,6,1,1,0,0
random_17,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_18,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
random_19,59,97.76241996391394,51,True,7,7,6,1,1,1,5,1,1,0,0
ascending,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
descending,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_00,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_01,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_02,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_03,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_04,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_05,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_06,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_07,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_08,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_09,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_10,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_11,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_12,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_13,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_14,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_15,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_16,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_17,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_18,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
random_19,60,99.54031442142079,55,True,7,7,7,0,0,0,2,5,0,0,0
ascending,61,93.8883800745835,50,True,10,10,8,2,2,3,5,3,2,0,0
descending,61,95.06573931140778,49,True,10,10,8,2,1,3,4,4,2,0,0
random_00,61,93.13188675565812,49,True,11,11,9,2,2,4,6,3,2,0,0
random_01,61,95.06573931140778,49,True,11,11,9,2,1,3,5,4,2,0,0
random_02,61,95.06573931140778,49,True,10,10,9,1,1,2,3,6,1,0,0
random_03,61,94.72643699347537,49,True,11,11,10,1,1,2,5,5,1,0,0
random_04,61,95.06573931140778,49,True,10,10,8,2,1,3,4,4,2,0,0
random_05,61,95.06573931140778,49,True,11,11,10,1,1,2,5,5,1,0,0
random_06,61,95.06573931140778,49,True,11,11,9,2,1,3,5,4,2,0,0
random_07,61,95.06573931140778,49,True,11,11,9,2,1,3,4,5,2,0,0
random_08,61,95.06573931140778,49,True,11,11,9,2,1,3,6,3,2,0,0
random_09,61,95.06573931140778,49,True,11,11,10,1,1,2,6,4,1,0,0
random_10,61,94.72643699347537,49,True,11,11,9,2,1,3,5,4,2,0,0
random_11,61,94.72643699347537,49,True,11,11,9,2,1,3,4,5,2,0,0
random_12,61,95.06573931140778,49,True,11,11,9,2,1,3,6,3,2,0,0
random_13,61,95.06573931140778,49,True,11,11,9,2,1,3,4,5,2,0,0
random_14,61,93.13188675565812,49,True,11,11,9,2,2,4,6,3,2,0,0
random_15,61,95.06573931140778,49,True,11,11,9,2,1,3,5,4,2,0,0
random_16,61,93.13188675565812,49,True,11,11,9,2,2,4,6,3,2,0,0
random_17,61,95.06573931140778,49,True,10,10,8,2,1,3,3,5,2,0,0
random_18,61,95.06573931140778,49,True,11,11,10,1,1,2,4,6,1,0,0
random_19,61,95.06573931140778,49,True,10,10,8,2,1,3,3,5,2,0,0
ascending,62,99.68340975062547,51,True,11,11,11,0,0,0,5,6,0,0,0
descending,62,100.0,51,True,10,10,10,0,0,0,6,4,0,0,0
random_00,62,100.0,51,True,10,10,10,0,0,0,5,5,0,0,0
random_01,62,99.68340975062547,51,True,11,11,11,0,0,0,6,5,0,0,0
random_02,62,99.76229609132244,52,True,11,11,11,0,0,0,6,5,0,0,0
random_03,62,99.76229609132244,52,True,11,11,11,0,0,0,7,4,0,0,0
random_04,62,100.0,51,True,10,10,10,0,0,0,5,5,0,0,0
random_05,62,100.0,51,True,10,10,10,0,0,0,6,4,0,0,0
random_06,62,99.76229609132244,52,True,11,11,11,0,0,0,5,6,0,0,0
random_07,62,100.0,51,True,10,10,10,0,0,0,6,4,0,0,0
random_08,62,99.76229609132244,52,True,11,11,11,0,0,0,7,4,0,0,0
random_09,62,100.0,51,True,10,10,10,0,0,0,6,4,0,0,0
random_10,62,99.76229609132244,52,True,11,11,11,0,0,0,7,4,0,0,0
random_11,62,100.0,51,True,10,10,10,0,0,0,6,4,0,0,0
random_12,62,100.0,51,True,10,10,10,0,0,0,5,5,0,0,0
random_13,62,100.0,51,True,10,10,10,0,0,0,6,4,0,0,0
random_14,62,100.0,51,True,10,10,10,0,0,0,5,5,0,0,0
random_15,62,100.0,51,True,10,10,10,0,0,0,6,4,0,0,0
random_16,62,99.68340975062547,51,True,11,11,11,0,0,0,6,5,0,0,0
random_17,62,99.68340975062547,51,True,11,11,11,0,0,0,6,5,0,0,0
random_18,62,99.76229609132244,52,True,11,11,11,0,0,0,6,5,0,0,0
random_19,62,99.76229609132244,52,True,11,11,11,0,0,0,6,5,0,0,0
ascending,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
descending,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
random_00,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
random_01,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_02,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
random_03,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_04,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
random_05,63,96.80729656476561,53,True,5,5,4,1,1,1,3,1,1,0,0
random_06,63,96.80729656476561,53,True,5,5,4,1,1,1,2,2,1,0,0
